Family	10A	10B	10C	10D	10F	11A	11B	11C	11D	11F	12A	12B	12C	12D	12F	13A	13C	13D	13F	14A	14B	14C	14D	14F	15A	15B	15C	15D	16A	16B	16C	16D	16F	18A	18B	18C	18D	18F	19A	19B	19C	19D	20A	20B	20C	20D	20F	21A	21B	21C	21F	22A	22B	22C	22D	22F	23A	23B	23C	23D	23F	24A1	24A2	24B	24D	24F	25A	25B	25C	25F	26A	26B	26C	26D	26F	27A	27B	27C	27D	28A	28B	28C	28D	28F	29A	29C	29D1	29D2	30A	30B	30C	30D	30F	31A	31B	31C	31D	31F	32A	32B	32C	32D1	32D2	32F	33A	33B	33C	33D	33F	34A	34B	34C	34D	35A	35B	35C	35D	3A	3B	3C	3D	3F	4A	4B	4C	4D	4F	6A	6B	6C	6D	6F	7A	7B	7C	7D
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;?	0	0	15	0	5	0	0	0	0	0	0	4	6	0	0	0	638	0	714	0	0	0	0	0	0	0	0	0	30	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	30	0	0	0	0	0	47	0	0	0	25	0	0	0	0	0	0	1	43	0	0	0	0	0	0	0	10	0	49	0	0	0	0	0	95	0	0	16	0	475	94	0	5	0	0	150	0	0	3	0	0	7	0	1	0	7	0	0	0	0	34	0	0	0	0	0	0	0	0	14	0	22	0	0	3	0	9	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria	0	175	2	0	0	0	0	0	0	0	0	5	1	0	2	0	30	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	4	1	0	66	0	33	0	0	0	1	0	0	20	0	0	0	0	226	0	0	0	0	0	0	2	0	0	0	0	0	0	437	0	0	0	0	0	0	124	0	90	1733	0	0	0	0	0	2	0	0	0	679	0	0	1	0	194	0	0	2337	0	32	155	0	196	0	190	0	0	0	17	3	1	0	2	767	0	0	19	0	0	5	0	0	9	0	21	53	0	2	3	1	0	1	123	3	0	1	1	0	0	28	2	0	0	0	0	721	0	1	0	0	0	120	220	0	141	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	0	2	4	0	0	0	2	0	0	8	0	4	6	3	2	1	8	105	2	0	0	114	0	19	0	0	54	0	7	151	12	0	0	2	2	0	4	0	0	10	1	0	0	0	71	0	36	6	37	27	0	0	28	0	3	2	23	8	3	0	1	2	17	15	0	1	2	9	40	6	1	57	27	0	15	6	48	73	0	2	22	1	0	1	7	0	17	16	25	88	0	0	4	6	16	33	0	0	0	142	6	0	0	11	0	7	4	0	0	2	28	16	0	22	0	3	0	0	3	0	0	0	4	1	5	0	23	2	0	1	1	0	20	3	5	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae	4	0	1	0	1	0	6	3	1	2	0	0	0	0	0	12	4	12	1	0	0	0	0	0	0	3	0	0	4	9	3	0	5	0	0	0	0	0	0	1	0	0	0	0	12	3	1	0	8	5	0	0	0	0	1	2	1	21	1	0	0	4	11	0	0	0	3	0	3	9	1	7	2	0	3	1	72	3	0	0	0	0	0	4	5	0	5	4	0	1	0	3	2	0	0	1	2	0	0	2	1	0	4	2	0	0	0	1	1	0	2	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	0	0	0	0	1	0	1	1	0	1	0	4	0	0	2	0	22	4	0	0	0	5	0	4	0	1	2	0	0	2	5	0	3	6	0	0	4	1	0	0	0	0	0	0	11	0	11	2	2	6	0	0	0	0	0	3	5	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	9	0	7	0	0	15	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	6	0	0	5	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;?;?	0	0	0	0	0	6	74	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	36	10607	0	0	22	0	0	0	0	0	0	0	0	1	0	306	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	441	0	0	0	0	11	139	0	0	0	0	0	0	0	9	0	9418	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	0	0	7	0	16	0	57	34	73	14	0	0	0	0	0	13	5	3	3	0	0	3	0	0	0	0	0	0	1	11	9	0	13	0	0	0	0	0	66	0	29	6	0	0	6	0	5	0	5	3	0	10	11	30	5	0	0	3	16	0	20	29	5	19	0	12	7	0	6	7	0	2	1	0	7	2	0	1	0	0	0	0	1	1	9	0	9	3	1	0	0	0	1	1	24	0	5	2	34	2	0	10	13	1	0	0	0	0	4	29	0	0	3	4	11	0	0	0	0	10	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	14560	2324	362	27917	420	32	5426	2199	5202	1248	7	114	256	910	333	723	267	1222	270	448	46	873	674	428	3279	650	22	376	11	93	100	255	309	23	65	47	496	119	2246	4298	350	1087	0	1192	0	0	4	739	1079	114	9	2481	158	18721	1608	44	259	9441	2242	87	185	5811	2452	1867	280	556	3009	0	380	707	3855	851	674	461	3933	1777	352	7	115	0	36	58	19421	109	821	125	799	0	0	71	38	114	113	1	118	32	156	8	2316	9922	526	274	121	1163	161	49	14	171	3	7196	66	0	3109	97	3387	48	106	17055	7812	81	2365	5601	19	22	30	136	617	0	5	0	1	4	22	8660	567	12214
Bacteria;Proteobacteria;Gammaproteobacteria;?;?	0	1372	1204	1	393	1241	19	55	3	119	428	565	221	55	1523	58	2133	94	317	1242	1456	702	1387	1034	82	1130	416	2793	18	513	339	109	495	744	1028	537	1989	9946	0	1	0	155	11969	6183	4604	23045	3775	6170	18	1041	3513	248	0	11	0	425	0	15	208	287	2220	48	23	3	0	416	180	3	115	54	0	0	427	9	61	0	0	178	445	16	19	106	29	447	0	1105	1	21	0	7	74	24	848	8	37	56	0	4695	0	1	99	0	0	288	0	33	838	3	1106	0	12	14	0	170	0	754	0	0	0	440	288	32	1002	1147	1618	580	240	7176	13875	2116	11905	1400	812	16	110	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;?	0	0	10	0	0	0	0	5	0	2	0	0	0	0	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	16	0	0	1	0	138	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	16	0	0	18	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	4	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	1	0	0	4	6	0	1	0	0	0	0	0	0	3	17	91	0	2	0	0	0	126	7	86	1	3	0	9	0	0	0	631	0	0	0	0	139	8	21	198	0	36	0	0	0	4	45	0	0	2	63	0	1	9	2	859	2	3	0	62	54	2	87	0	37	0	0	0	0	0	3	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Aquaspirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae	0	61	0	10	0	13	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	380	0	0	0	0	0	0	1	0	0	67	3	0	0	0	0	0	0	0	0	184	18	8	18	0	0	0	0	508	0	0	1	0	0	0	237	0	0	0	7	0	0	137	0	51	0	0	32	0	0	0	0	0	0	0	113	1	0	0	9	16	0	10	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	412	5	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae	0	157	0	0	0	5	8	15	53	0	0	0	8	10	0	0	1	258	0	0	8	0	4	3	16	7	6	1	15	5	0	446	0	0	0	0	0	0	304	0	32	990	91	327	2	156	0	253	0	4	2	1026	85	91	927	0	563	2	1	647	0	75	410	27	0	2	2730	39	21	3	36	21	0	60	2	2	5	0	0	34	1	19	5	1	73	23	0	111	28	0	7	29	0	0	27	8	42	4	7	1	1	69	29	0	586	1	0	971	0	51	0	0	846	34	3	0	0	18	0	0	0	0	11	12	17	19	1	1205	282	27	396	0	0	0	53	10
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae	0	0	0	168	1	0	908	191	0	12	0	0	1	399	0	14	3	0	0	0	0	82	0	49	0	0	0	3	0	0	0	488	1	0	2	0	2	0	0	0	0	664	217	131	0	8	1	63	0	5	0	0	259	0	0	0	13	131	0	431	0	4	0	0	0	17	0	0	0	19	0	0	0	7	0	239	1697	5	329	0	0	11	1	0	223	0	324	63	0	52	0	8987	1	44	14	0	66	1	1	0	0	261	181	0	0	31	3	140	0	1	0	0	0	10	0	0	355	71	190	0	87	330	0	0	0	3	2	1860	173	8	173	1	0	0	0	21
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	1154	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae	0	0	0	0	0	18	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	37	0	0	109	0	0	0	0	1	0	0	1	0	62	0	0	159	0	0	0	0	0	0	0	0	0	274	0	94	0	0	0	1	0	0	42	0	118	1	0	15	0	0	7	0	0	2	6	59	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	17	0	0	0	3	79	0	5	0	3	31	5	0	0	0	0	0	0	46	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	297	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	647	0	165	0	8	101	0	0	84	0	0	0	289	82	0	0	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sulfuricellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae	0	0	11	0	0	24	6	36	0	6	0	3	5	16	18	0	89	5	16	0	0	6	0	21	0	1	0	0	2	61	290	80	248	0	0	2	5	0	0	0	0	0	374	107	111	83	257	172	0	64	15	122	0	2	73	243	5	10	0	0	2	0	10	0	0	9	4	0	174	0	0	3	14	136	1	10	33	205	0	0	1	24	37	4	12	35	2	4	0	0	0	16	2	1	1	28	0	39	0	0	10	0	1	45	0	0	45	1	15	0	0	0	0	8	0	151	0	0	0	30	1	11	0	1	3	0	32	0	39	613	8	101	194	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae	0	0	0	0	0	0	55	11	69	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17	1	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	130	0	0	0	0	0	10	0	0	0	13	0	0	0	2	0	0	0	1	0	0	0	0	1	0	18	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Wohlfahrtiimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	14	0	0	0	21	7	0	1	0	0	0	0	0	0	39	21	0	0	0	0	0	0	0	133	0	0	0	101	0	0	0	14298	0	128	3344	5	129	0	59	0	0	61	39	16	0	0	0	0	0	0	45	0	0	0	0	528	11	0	0	367	86	4	4908	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;?	0	0	1	0	1	0	3	10	2	12	0	0	0	3	0	18	12	12	0	0	15	78	0	2	26	85	1128	23	1	3	5	91	1	113	19	386	132	69	0	13	0	0	1	0	0	38	6	54	5	5	38	0	47	3	0	1	0	2	0	97	7	0	0	14	0	4	0	0	0	9	0	0	0	0	9	0	27	0	0	0	14	0	0	13	0	2	2	1	1	11	0	14	4	2	7	2	4	53	6	1	3	13	10	8	1	13	2	1	1	3	5	0	7	3	7	0	0	2	0	0	1	0	3	2	7	1	0	46	114	18	103	22	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	0	0	145	5258	181	672	579	1269	1329	584	134122	24270	12502	20496	1576	534	554	2115	3217	39959	43969	3902	44403	4305	33832	135807	41381	112110	23	1884	7060	1660	2848	53328	17594	127137	19159	100205	460	3488	164	4118	59522	11991	32000	106370	25901	13751	855	2757	19239	924	247	577	981	2981	696	579	3183	8534	6471	870	461	201	268	439	1056	22	184	560	35	130	636	151	574	77	102	4748	0	21	77	162	1751	228	64	3108	734	95	5	158	128	189	171	112	901	425	666	26712	258	152	465	161	213	750	5	718	416	332	189	194	102	20	512	257	370	886	136	20	13	59	3	233	883	8524	2514	6283	825	313	40422	10474	44376	8246	8598	576	10318	975
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	793	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae	0	0	0	0	0	78	99	8	5	4	958	432	110	1771	20	2	150	0	13	16942	30220	771	30600	559	237	4440	27178	8409	33	1	9	0	2	695	1720	627	2280	696	0	0	0	0	1934	761	392	5964	141	824	11	1	476	12	0	0	0	32	0	33	354	288	11	35	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	4	0	0	27	1	67	4	0	0	0	1	0	0	106	0	0	0	0	1	0	418	0	0	0	0	0	0	0	19	19	0	9	0	9	0	267	205	0	2	0	899	194	3	3614	64	61	63	82	89	10	29	1410	630	1776	350	7	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae	310	582	693	1299	898	284	7149	1455	2266	520	4	181	171	3094	9	10779	1230	6	682	1	443	54	29	178	6	15	12	40	1	24	304	145	200	5148	17895	1343	16751	219	187	27	0	1186	4287	24322	222	11147	30	30992	3	95	209	152	34	35	244	96	0	58	3074	251	223	120	0	30	0	1325	0	0	219	13090	46	25	154	529	421	135	534	710	8	0	1167	119	492	1066	1160	212	2856	67	0	281	75	11556	37	893	155	7	642	615	13	7	52	806	2023	23	844	2575	545	402	542	8	249	18	0	30	0	70	1829	12691	725	70	2551	4129	44341	37994	22505	50106	535	16858	3081	851	3818	431	65	0	53	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae	0	0	0	0	0	0	0	0	0	0	0	5	0	2	2	0	0	0	5	0	0	109	3	662	0	0	0	0	0	0	0	0	0	128	21	125	296	29	0	0	0	234	0	0	0	0	9	0	1	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	3	0	3	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	463	0	178	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	11	67	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
