Species	10A	10B	10C	10D	10F	11A	11B	11C	11D	11F	12A	12B	12C	12D	12F	13A	13C	13D	13F	14A	14B	14C	14D	14F	15A	15B	15C	15D	16A	16B	16C	16D	16F	18A	18B	18C	18D	18F	19A	19B	19C	19D	20A	20B	20C	20D	20F	21A	21B	21C	21F	22A	22B	22C	22D	22F	23A	23B	23C	23D	23F	24A1	24A2	24B	24D	24F	25A	25B	25C	25F	26A	26B	26C	26D	26F	27A	27B	27C	27D	28A	28B	28C	28D	28F	29A	29C	29D1	29D2	30A	30B	30C	30D	30F	31A	31B	31C	31D	31F	32A	32B	32C	32D1	32D2	32F	33A	33B	33C	33D	33F	34A	34B	34C	34D	35A	35B	35C	35D	3A	3B	3C	3D	3F	4A	4B	4C	4D	4F	6A	6B	6C	6D	6F	7A	7B	7C	7D
Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;uncultured soil bacterium;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;?;?;?	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;metagenome;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Caldatribacteriota;JS1;?;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Caldisericota;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum;?	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Campylobacterota;?;?;?;?;?	0	0	1	0	0	0	2	0	0	0	5	5	6	0	0	0	1	41	0	0	0	0	0	0	0	9	124	0	8	33	8	0	0	0	2	0	1	0	0	1	6	0	0	0	192	0	0	0	40	5	0	0	12	0	0	0	55	1	16	0	0	8	37	0	11	1	0	3	12	0	0	16	6	0	0	8	8	2	0	0	4	2	0	0	2	0	0	1	4	6	0	0	0	0	3	3	0	0	0	9	0	0	0	1	0	6	0	0	0	0	9	0	0	7	0	1	0	0	6	0	0	0	1	7	4	0	5	0	0	1	0	0	39	0	3	0
Bacteria;Campylobacterota;Campylobacteria;?;?;?;?	15	342	231	237	314	171	3448	1911	171	239	17	685	646	14492	610	4082	4527	617	348	14	73	348	241	285	8383	442	1626	572	892	589	880	1546	814	14145	15763	15704	8496	3634	0	227	341	1630	3699	2885	528	1927	463	3882	62	1116	2101	250	330	576	179	112	157	1613	3096	300	504	197	20	230	0	624	77	8	213	7040	27	62	367	233	592	2019	6254	50	0	0	80	77	166	408	971	429	2585	75	36	517	347	9048	582	563	375	32	1274	2389	129	109	384	705	1378	458	743	3903	445	182	424	189	710	7	201	305	209	173	1153	1633	204	17	20884	515	43419	38629	28318	50557	360	2113	6054	6877	4103	5878	155	20	114	5
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;?;?;?	0	240	165	0	180	28	467	12	3	35	0	1316	330	0	235	40	116	0	151	0	0	380	0	199	0	35	7	0	0	841	827	0	69	0	0	0	0	0	0	7	0	0	182	49	66	28	295	22	2	494	98	104	87	32	213	114	0	77	14	0	270	71	65	371	0	56	0	69	5	36	0	31	1840	36	651	4	0	395	100	0	11	1487	0	609	81	67	306	57	19	24	179	68	432	17	635	42	0	66	26	8	2223	66	135	254	69	5	3237	0	4394	54	2	3	351	152	140	3155	0	0	0	34	0	2	0	0	229	0	9	0	204	621	236	125	44	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;?	73	129	105	194	103	0	177	19	56	38	11	22	19	164	23	85	6	1	30	8	1	36	8	31	76	68	76	5	1601	79	130	0	76	109	214	50	1185	242	1	141	0	0	2872	974	683	3695	167	706	4756	144	12	0	45343	294	27	113	6	1764	32772	0	62	159	125	75	458	25	3	921	151	97	73	18409	240	83	77	138	2582	353	0	91485	102253	286	18300	317	67621	1430	7498	105956	7341	593	48	63	12	0	1754	14590	1	25	10	11975	82	0	178	62	37	11	32	45	0	32095	55210	3557	4885	244	1	7	423	334	246	70	0	1119	52	53	98	494	29	0	964	644	1428	61	224	176	0	76
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	20	0	1	0	2	3	2	0	29	3	0	0	0	0	44	6	8	67	5	12	90	3	0	0	740	0	0	0	0	32	627	0	1	0	1	0	0	0	0	25	3	0	0	295	0	0	0	0	39	9	0	1596	1328	8	244	16	1292	21	152	1539	117	10	0	0	0	0	32	271	0	0	0	202	1	0	0	2	0	0	0	1	1	750	892	98	101	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	23	10	23	2	5	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter mucosalis	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	34	1	26	0	56	0	0	2	129	13	0	155	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	28	0	2	8	2	0	0	0	0	0	0	40	0	113	0	0	0	0	592	0	0	4	0	43	3	0	0	0	0	0	3	0	0	0	0	0	0	25	0	0	0	0	0	0	0	7	0	0	2	247	176	165	100	1	12	90	63	72	10	0	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter ureolyticus	0	0	0	0	0	0	0	0	0	0	0	0	8	34	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	32	54	1	1056	5	43	3	0	0	0	21	0	0	0	0	1	17	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	0	63	45	0	3	0	20	1	7	58	6	0	0	0	0	0	1	5	0	0	0	6	0	0	0	0	0	0	0	0	0	21	35	1	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	25	0	0	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;?;?	0	0	5	0	1	9	2669	791	1267	425	0	27	23	27	44	2466	116	235	153	0	0	161	0	95	46	201	3	16	32	55	270	118	181	3	1	0	2	18	1776	44	191	463	1135	605	1003	108	6145	1138	43	341	5986	906	1875	1184	863	77	271	2128	1231	807	2596	207	95	74	306	147	436	0	566	1853	0	14	27	56	258	327	1	379	26	14	40	60	1479	97	142	9	84	155	0	6	15	64	8	0	44	14	20	2619	369	10	7	359	691	2	0	0	334	111	494	26	0	0	0	7	0	6	1	318	293	102	166	227	0	1	0	2	0	1	3	893	9	2167	10	29	0	151
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;?	4553	610	1045	4312	595	4296	2365	1646	2127	1075	2	953	4525	63	322	688	1111	1973	2644	163	20	1482	253	1106	765	207	140	125	1080	4022	6655	0	12270	4	12	17	75	49	1990	2344	968	762	237	303	1125	28	421	234	785	400	427	224	862	2727	271	2633	3148	1826	2371	111	630	1208	764	539	835	231	1288	2743	2206	566	245	2320	1959	658	619	1419	234	811	1751	1407	779	2168	3058	351	575	669	777	883	2732	560	1366	39	305	2789	1126	2364	52	445	342	965	1383	289	142	284	1	265	3865	1494	134	1250	1216	2855	4760	3723	3945	8970	324	147	821	1	0	156	195	152	2516	82	333	3	66	351	37	194	1426	3583	982	2521
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter apodemus	8372	2668	7936	7	14	11676	925	49	16	30	72	758	725	0	21	74	2127	107694	99	3	1	8	0	57	0	127	2813	0	69457	61150	10208	0	65	20	33	0	0	0	1	368	73363	0	0	5	14798	7	16	16	26142	2123	9	0	58114	16	0	142	159002	10756	86339	146	10	15368	24048	10809	52355	173	2	103884	83706	665	665	155648	27466	31678	7	70488	14247	33919	82106	89853	59579	61020	12630	22	29876	20008	32137	50381	106047	21401	27418	219	198	167444	4048	137176	0	17	0	42320	2431	4	1	147	0	8983	1430	264	97	16726	70499	121841	5460	70657	1	2646	53	5	49942	76	0	349	1189	1228	13450	0	950	0	2	173	0	81	39185	1563	56802	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter aurati	9	0	8	0	0	12	0	1	0	0	0	0	3	0	0	0	4	50	0	0	0	0	0	0	0	0	0	0	29	27	5	0	0	0	0	0	0	0	0	0	47	0	0	0	3	0	0	0	25	0	0	0	71	0	0	0	78	10	84	0	0	18	9	6	35	0	0	52	48	0	0	154	10	15	0	48	10	23	45	114	172	22	10	0	107	22	41	177	53	5	20	0	0	60	2	91	0	0	0	61	5	0	0	0	0	8	1	0	0	18	71	88	10	50	0	4	0	0	23	0	0	2	2	0	2	0	0	0	0	1	0	0	18	0	25	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter bilis	0	0	0	0	0	206	0	0	0	0	0	3	209	0	0	0	0	1	12	0	0	0	0	0	0	1	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	19	0	0	7	0	2	0	0	0	0	0	0	0	0	9	40	0	0	0	0	2	1	0	0	0	0	2	4	0	0	0	5	2	0	0	0	0	1	0	0	49	0	0	2	0	9	1	0	0	0	0	0	489	0	0	0	0	0	0	37	0	0	0	0	0	7	0	0	0	0	0	0	25	0	75	0	0	0	0	0	0	0	0	7	0	0	0	0	63	0	1	5	0	1	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter brantae	12	7	6	0	1	91898	63	0	33	2	0	6	199	4	34	0	0	411	205	0	0	96	0	114	0	3	1	0	137	4997	556	0	24	1	1	0	0	0	9	0	7	0	0	0	416	1	57	0	52	27	0	0	81	0	35	151	1011	6	9	6	0	33	293	0	18	8	0	11819	1782	0	9	477	78	84	0	262	4	104	16	22	73	219	1	2	91	338	348	1815	13	209	120372	2	206	1832	6	115	0	2	0	64	7680	1	7	100	0	0	6	295	0	2	27	1031	4	10554	1	6554	2	0	3	7	0	20	4	1	106	0	7	0	0	37	0	2	75	7	169	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter cholecystus	8	25	0	11	0	12	25	1	0	0	2	0	2	13	3	0	1	27	0	0	0	0	0	0	0	1	0	0	12	5	0	0	0	0	0	0	1	0	35	6	4	23	1	0	0	3	0	0	1	0	0	14	23	0	12	0	120	0	2	87	0	24	8	1	70	0	9	4	3	0	13	3	16	615	0	39	0	1	81	0	0	0	5	0	66	0	148	17	0	0	0	5	0	1	2	10	18	0	0	6	0	16	6	0	0	9	0	378	0	4	9	1	271	3	80	16	357	0	0	0	0	0	2	4	1	1	2	0	0	2	0	0	62	20	522	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter hepaticus	0	0	0	0	0	47	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter mastomyrinus	13	5	1	0	0	23720	18	0	0	0	2	115	19310	5	151	4	4	256	1645	0	0	10	0	18	0	1	1	0	180	71	11	0	0	0	2	1	0	0	7	0	3	0	126	43	145	98	21	43	9	11	36	0	66	0	10	1340	1177	1	10	73	0	39	72	0	20	40	1	44	3087	0	5	66	325	40	0	155	4	1070	14	0	14	63901	1	2	109	240	201	57	0	0	108	13	0	460	0	85	0	55	0	21	2005	0	10	8	0	8	2519	3	0	33	17	24	0	43691	0	4555	3	0	1	0	0	0	9	5	582	0	38	0	10	4796	18	178	323	7	249	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter muridarum	1426	3426	7	2585	0	1096	3618	263	261	0	981	75	189	2329	2	3	61	4136	30	0	3	14	0	9	0	0	1	0	3786	785	163	0	4	12	4	3	16	4	3150	323	1706	3075	326	0	690	668	1	7	201	84	1	3468	3071	41	4629	27	32375	26	676	13492	0	5315	2148	88	18959	0	2289	923	215	18	2020	608	4174	118343	1	5789	75	34	3262	229	336	66	1052	2	9469	19	40478	1657	14	43	31	687	0	386	123	2804	2702	1	0	552	46	3302	2050	0	253	725	8	70378	2	609	3739	218	54298	727	13909	3498	82013	0	35	0	1	0	168	62	526	56	77	0	8	168	0	0	8756	4701	95342	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter rodentium	0	449	1993	0	6	19	0	6	0	2	0	124	21	0	0	0	84	0	8	0	0	0	0	4	0	0	14	0	0	1525	4085	0	15	0	0	0	0	0	0	0	0	0	0	0	142	0	79	0	0	595	0	0	0	0	0	16	0	8	0	0	0	1	0	0	0	4	0	57734	26689	0	0	1	5318	1	1	1	0	34	0	0	0	187	0	7	0	8869	0	4	0	49	20231	97	210	271	1	0	0	0	0	0	312	0	0	34	0	0	315	1	32	0	2	50600	0	399	0	81	0	5	0	20	0	0	2	0	43	0	22	0	0	33	0	0	80372	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter sp. MIT 01-6242	1	0	0	0	0	184	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	15	1	1	0	0	0	2	0	0	2	0	28	3	0	0	3	2	3	0	5	1	3	0	0	0	2	0	0	0	0	6	4	0	0	295	0	0	7	0	2	0	0	0	0	34	0	0	1	0	0	0	0	0	0	1	0	0	44	0	20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter sp. MIT 11-5569	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;uncultured Helicobacter sp.	0	0	0	0	0	25	22	0	0	0	0	31	47	0	7	1	82	0	0	0	0	0	0	0	0	0	0	0	0	153	154	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;SBR1031;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;SJA-15;uncultured bacterium SHD-71;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;AKYG1722;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Dehalococcoidia;S085;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;JG30-KF-CM66;?;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;KD4-96;?;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
