	#SampleID	Taxonomy	GROUP	Subgroup	Value	Total	RelativeAbundance
4822	34B	Bacteria|p_Actinobacteriota	CN/SD 	MAM-I	5372	190039	0.028267881855829593
4823	34B	Bacteria|p_Bacteroidetes	CN/SD 	MAM-I	11	190039	5.788285562437184e-05
4824	34B	Bacteria|p_Bacteroidota	CN/SD 	MAM-I	394	190039	0.0020732586469093188
4825	34B	Bacteria|p_Bdellovibrionota	CN/SD 	MAM-I	0	190039	0.0
4826	34B	Bacteria|p_Caldatribacteriota	CN/SD 	MAM-I	0	190039	0.0
4827	34B	Bacteria|p_Caldisericota	CN/SD 	MAM-I	0	190039	0.0
4828	34B	Bacteria|p_Campylobacterota	CN/SD 	MAM-I	132464	190039	0.6970358715842537
4829	34B	Bacteria|p_Chloroflexi	CN/SD 	MAM-I	0	190039	0.0
4830	34B	Bacteria|p_Cloacimonadota	CN/SD 	MAM-I	0	190039	0.0
4831	34B	Bacteria|p_Cyanobacteria	CN/SD 	MAM-I	2	190039	1.0524155568067607e-05
4832	34B	Bacteria|p_Dadabacteria	CN/SD 	MAM-I	0	190039	0.0
4833	34B	Bacteria|p_Deferribacterota	CN/SD 	MAM-I	0	190039	0.0
4834	34B	Bacteria|p_Deinococcota	CN/SD 	MAM-I	0	190039	0.0
4835	34B	Bacteria|p_Desulfobacterota	CN/SD 	MAM-I	17	190039	8.945532232857466e-05
4836	34B	Bacteria|p_Elusimicrobiota	CN/SD 	MAM-I	0	190039	0.0
4837	34B	Bacteria|p_Entotheonellaeota	CN/SD 	MAM-I	0	190039	0.0
4838	34B	Bacteria|p_Fibrobacteres	CN/SD 	MAM-I	0	190039	0.0
4839	34B	Bacteria|p_Fibrobacterota	CN/SD 	MAM-I	0	190039	0.0
4840	34B	Bacteria|p_Firmicutes	CN/SD 	MAM-I	12311	190039	0.06478143959924015
4841	34B	Bacteria|p_Fusobacteria	CN/SD 	MAM-I	206	190039	0.0010839880235109635
4842	34B	Bacteria|p_Fusobacteriota	CN/SD 	MAM-I	521	190039	0.002741542525481612
4843	34B	Bacteria|p_Gemmatimonadota	CN/SD 	MAM-I	0	190039	0.0
4844	34B	Bacteria|p_Latescibacterota	CN/SD 	MAM-I	0	190039	0.0
4845	34B	Bacteria|p_Methylomirabilota	CN/SD 	MAM-I	0	190039	0.0
4846	34B	Bacteria|p_Myxococcota	CN/SD 	MAM-I	0	190039	0.0
4847	34B	Bacteria|p_NB1-j	CN/SD 	MAM-I	0	190039	0.0
4848	34B	Bacteria|p_Nitrospirota	CN/SD 	MAM-I	0	190039	0.0
4849	34B	Bacteria|p_Patescibacteria	CN/SD 	MAM-I	34996	190039	0.184151674130047
4850	34B	Bacteria|p_Planctomycetota	CN/SD 	MAM-I	0	190039	0.0
4851	34B	Bacteria|p_Proteobacteria	CN/SD 	MAM-I	532	190039	0.0027994253811059835
4852	34B	Bacteria|p_Spirochaetota	CN/SD 	MAM-I	20	190039	0.00010524155568067607
4853	34B	Bacteria|p_Synergistota	CN/SD 	MAM-I	0	190039	0.0
4854	34B	Bacteria|p_Tenericutes	CN/SD 	MAM-I	0	190039	0.0
4855	34B	Bacteria|p_Verrucomicrobia	CN/SD 	MAM-I	0	190039	0.0
4856	34B	Bacteria|p_Verrucomicrobiota	CN/SD 	MAM-I	19	190039	9.997947789664226e-05
4857	34B	Bacteria|p_WPS-2	CN/SD 	MAM-I	0	190039	0.0
4858	34B	Eukaryota	CN/SD 	MAM-I	0	190039	0.0
4860	34C	Archaea|p_Crenarchaeota	CN/SD 	MAMLI	0	199590	0.0
4861	34C	Archaea|p_Euryarchaeota	CN/SD 	MAMLI	13	199590	6.513352372363345e-05
4862	34C	Archaea|p_Halobacterota	CN/SD 	MAMLI	0	199590	0.0
4863	34C	Archaea|p_Thermoplasmatota	CN/SD 	MAMLI	5	199590	2.5051355278320558e-05
4864	34C	Bacteria	CN/SD 	MAMLI	25	199590	0.00012525677639160278
4865	34C	Bacteria|p_Acidobacteriota	CN/SD 	MAMLI	0	199590	0.0
4866	34C	Bacteria|p_Actinobacteria	CN/SD 	MAMLI	26	199590	0.0001302670474472669
4867	34C	Bacteria|p_Actinobacteriota	CN/SD 	MAMLI	260	199590	0.001302670474472669
4868	34C	Bacteria|p_Bacteroidetes	CN/SD 	MAMLI	0	199590	0.0
4869	34C	Bacteria|p_Bacteroidota	CN/SD 	MAMLI	126	199590	0.000631294153013678
4870	34C	Bacteria|p_Bdellovibrionota	CN/SD 	MAMLI	0	199590	0.0
4871	34C	Bacteria|p_Caldatribacteriota	CN/SD 	MAMLI	0	199590	0.0
4872	34C	Bacteria|p_Caldisericota	CN/SD 	MAMLI	0	199590	0.0
4873	34C	Bacteria|p_Campylobacterota	CN/SD 	MAMLI	180324	199590	0.9034721178415752
4874	34C	Bacteria|p_Chloroflexi	CN/SD 	MAMLI	0	199590	0.0
4875	34C	Bacteria|p_Cloacimonadota	CN/SD 	MAMLI	0	199590	0.0
4876	34C	Bacteria|p_Cyanobacteria	CN/SD 	MAMLI	4	199590	2.0041084222656447e-05
4877	34C	Bacteria|p_Dadabacteria	CN/SD 	MAMLI	0	199590	0.0
4878	34C	Bacteria|p_Deferribacterota	CN/SD 	MAMLI	0	199590	0.0
4879	34C	Bacteria|p_Deinococcota	CN/SD 	MAMLI	0	199590	0.0
4880	34C	Bacteria|p_Desulfobacterota	CN/SD 	MAMLI	2	199590	1.0020542111328224e-05
4881	34C	Bacteria|p_Elusimicrobiota	CN/SD 	MAMLI	0	199590	0.0
4882	34C	Bacteria|p_Entotheonellaeota	CN/SD 	MAMLI	0	199590	0.0
4883	34C	Bacteria|p_Fibrobacteres	CN/SD 	MAMLI	0	199590	0.0
4884	34C	Bacteria|p_Fibrobacterota	CN/SD 	MAMLI	0	199590	0.0
4885	34C	Bacteria|p_Firmicutes	CN/SD 	MAMLI	14940	199590	0.07485344957162182
4886	34C	Bacteria|p_Fusobacteria	CN/SD 	MAMLI	5	199590	2.5051355278320558e-05
4887	34C	Bacteria|p_Fusobacteriota	CN/SD 	MAMLI	30	199590	0.00015030813166992335
4888	34C	Bacteria|p_Gemmatimonadota	CN/SD 	MAMLI	0	199590	0.0
4889	34C	Bacteria|p_Latescibacterota	CN/SD 	MAMLI	0	199590	0.0
4890	34C	Bacteria|p_Methylomirabilota	CN/SD 	MAMLI	0	199590	0.0
4891	34C	Bacteria|p_Myxococcota	CN/SD 	MAMLI	0	199590	0.0
4892	34C	Bacteria|p_NB1-j	CN/SD 	MAMLI	0	199590	0.0
4893	34C	Bacteria|p_Nitrospirota	CN/SD 	MAMLI	0	199590	0.0
4894	34C	Bacteria|p_Patescibacteria	CN/SD 	MAMLI	1747	199590	0.008752943534245203
4895	34C	Bacteria|p_Planctomycetota	CN/SD 	MAMLI	0	199590	0.0
4896	34C	Bacteria|p_Proteobacteria	CN/SD 	MAMLI	105	199590	0.0005260784608447317
4897	34C	Bacteria|p_Spirochaetota	CN/SD 	MAMLI	2	199590	1.0020542111328224e-05
4898	34C	Bacteria|p_Synergistota	CN/SD 	MAMLI	0	199590	0.0
4899	34C	Bacteria|p_Tenericutes	CN/SD 	MAMLI	0	199590	0.0
4900	34C	Bacteria|p_Verrucomicrobia	CN/SD 	MAMLI	0	199590	0.0
4901	34C	Bacteria|p_Verrucomicrobiota	CN/SD 	MAMLI	2	199590	1.0020542111328224e-05
4902	34C	Bacteria|p_WPS-2	CN/SD 	MAMLI	0	199590	0.0
4903	34C	Eukaryota	CN/SD 	MAMLI	0	199590	0.0
4905	34D	Archaea|p_Crenarchaeota	CN/SD 	MAM-D	0	163829	0.0
4906	34D	Archaea|p_Euryarchaeota	CN/SD 	MAM-D	834	163829	0.005090673812328708
4907	34D	Archaea|p_Halobacterota	CN/SD 	MAM-D	0	163829	0.0
4908	34D	Archaea|p_Thermoplasmatota	CN/SD 	MAM-D	0	163829	0.0
4909	34D	Bacteria	CN/SD 	MAM-D	0	163829	0.0
4910	34D	Bacteria|p_Acidobacteriota	CN/SD 	MAM-D	0	163829	0.0
4911	34D	Bacteria|p_Actinobacteria	CN/SD 	MAM-D	2	163829	1.2207850868893785e-05
4912	34D	Bacteria|p_Actinobacteriota	CN/SD 	MAM-D	3062	163829	0.018690219680276385
4913	34D	Bacteria|p_Bacteroidetes	CN/SD 	MAM-D	0	163829	0.0
4914	34D	Bacteria|p_Bacteroidota	CN/SD 	MAM-D	7095	163829	0.0433073509574007
4915	34D	Bacteria|p_Bdellovibrionota	CN/SD 	MAM-D	0	163829	0.0
4916	34D	Bacteria|p_Caldatribacteriota	CN/SD 	MAM-D	0	163829	0.0
4917	34D	Bacteria|p_Caldisericota	CN/SD 	MAM-D	0	163829	0.0
4918	34D	Bacteria|p_Campylobacterota	CN/SD 	MAM-D	70349	163829	0.42940505038790444
4919	34D	Bacteria|p_Chloroflexi	CN/SD 	MAM-D	0	163829	0.0
4920	34D	Bacteria|p_Cloacimonadota	CN/SD 	MAM-D	0	163829	0.0
4921	34D	Bacteria|p_Cyanobacteria	CN/SD 	MAM-D	54	163829	0.0003296119734601322
4922	34D	Bacteria|p_Dadabacteria	CN/SD 	MAM-D	0	163829	0.0
4923	34D	Bacteria|p_Deferribacterota	CN/SD 	MAM-D	0	163829	0.0
4924	34D	Bacteria|p_Deinococcota	CN/SD 	MAM-D	0	163829	0.0
4925	34D	Bacteria|p_Desulfobacterota	CN/SD 	MAM-D	0	163829	0.0
4926	34D	Bacteria|p_Elusimicrobiota	CN/SD 	MAM-D	0	163829	0.0
4927	34D	Bacteria|p_Entotheonellaeota	CN/SD 	MAM-D	0	163829	0.0
4928	34D	Bacteria|p_Fibrobacteres	CN/SD 	MAM-D	0	163829	0.0
4929	34D	Bacteria|p_Fibrobacterota	CN/SD 	MAM-D	0	163829	0.0
4930	34D	Bacteria|p_Firmicutes	CN/SD 	MAM-D	21481	163829	0.1311184222573537
4931	34D	Bacteria|p_Fusobacteria	CN/SD 	MAM-D	0	163829	0.0
4932	34D	Bacteria|p_Fusobacteriota	CN/SD 	MAM-D	183	163829	0.0011170183545037814
4933	34D	Bacteria|p_Gemmatimonadota	CN/SD 	MAM-D	0	163829	0.0
4934	34D	Bacteria|p_Latescibacterota	CN/SD 	MAM-D	0	163829	0.0
4935	34D	Bacteria|p_Methylomirabilota	CN/SD 	MAM-D	0	163829	0.0
4936	34D	Bacteria|p_Myxococcota	CN/SD 	MAM-D	0	163829	0.0
4937	34D	Bacteria|p_NB1-j	CN/SD 	MAM-D	0	163829	0.0
4938	34D	Bacteria|p_Nitrospirota	CN/SD 	MAM-D	0	163829	0.0
4939	34D	Bacteria|p_Patescibacteria	CN/SD 	MAM-D	3501	163829	0.02136984294599857
4940	34D	Bacteria|p_Planctomycetota	CN/SD 	MAM-D	0	163829	0.0
4941	34D	Bacteria|p_Proteobacteria	CN/SD 	MAM-D	18078	163829	0.11034676400393092
4942	34D	Bacteria|p_Spirochaetota	CN/SD 	MAM-D	31	163829	0.0001892216884678537
4943	34D	Bacteria|p_Synergistota	CN/SD 	MAM-D	0	163829	0.0
4944	34D	Bacteria|p_Tenericutes	CN/SD 	MAM-D	0	163829	0.0
4945	34D	Bacteria|p_Verrucomicrobia	CN/SD 	MAM-D	0	163829	0.0
4946	34D	Bacteria|p_Verrucomicrobiota	CN/SD 	MAM-D	0	163829	0.0
4947	34D	Bacteria|p_WPS-2	CN/SD 	MAM-D	0	163829	0.0
4948	34D	Eukaryota	CN/SD 	MAM-D	273	163829	0.0016663716436040017
4950	35A	Archaea|p_Crenarchaeota	CN/SD 	MAM-J	0	161882	0.0
4951	35A	Archaea|p_Euryarchaeota	CN/SD 	MAM-J	34	161882	0.00021002952768065628
4952	35A	Archaea|p_Halobacterota	CN/SD 	MAM-J	0	161882	0.0
4953	35A	Archaea|p_Thermoplasmatota	CN/SD 	MAM-J	12	161882	7.41280685931728e-05
4954	35A	Bacteria	CN/SD 	MAM-J	662	161882	0.004089398450723367
4955	35A	Bacteria|p_Acidobacteriota	CN/SD 	MAM-J	0	161882	0.0
4956	35A	Bacteria|p_Actinobacteria	CN/SD 	MAM-J	409	161882	0.0025265316712173064
4957	35A	Bacteria|p_Actinobacteriota	CN/SD 	MAM-J	1254	161882	0.007746383167986558
4958	35A	Bacteria|p_Bacteroidetes	CN/SD 	MAM-J	19	161882	0.00011736944193919027
4959	35A	Bacteria|p_Bacteroidota	CN/SD 	MAM-J	2826	161882	0.017457160153692197
4960	35A	Bacteria|p_Bdellovibrionota	CN/SD 	MAM-J	0	161882	0.0
4961	35A	Bacteria|p_Caldatribacteriota	CN/SD 	MAM-J	0	161882	0.0
4962	35A	Bacteria|p_Caldisericota	CN/SD 	MAM-J	0	161882	0.0
4963	35A	Bacteria|p_Campylobacterota	CN/SD 	MAM-J	130627	161882	0.806927268010032
4964	35A	Bacteria|p_Chloroflexi	CN/SD 	MAM-J	12	161882	7.41280685931728e-05
4965	35A	Bacteria|p_Cloacimonadota	CN/SD 	MAM-J	0	161882	0.0
4966	35A	Bacteria|p_Cyanobacteria	CN/SD 	MAM-J	33	161882	0.00020385218863122522
4967	35A	Bacteria|p_Dadabacteria	CN/SD 	MAM-J	0	161882	0.0
4968	35A	Bacteria|p_Deferribacterota	CN/SD 	MAM-J	0	161882	0.0
4969	35A	Bacteria|p_Deinococcota	CN/SD 	MAM-J	0	161882	0.0
4970	35A	Bacteria|p_Desulfobacterota	CN/SD 	MAM-J	230	161882	0.0014207879813691454
4971	35A	Bacteria|p_Elusimicrobiota	CN/SD 	MAM-J	3	161882	1.85320171482932e-05
4972	35A	Bacteria|p_Entotheonellaeota	CN/SD 	MAM-J	0	161882	0.0
4973	35A	Bacteria|p_Fibrobacteres	CN/SD 	MAM-J	0	161882	0.0
4974	35A	Bacteria|p_Fibrobacterota	CN/SD 	MAM-J	2	161882	1.2354678098862133e-05
4975	35A	Bacteria|p_Firmicutes	CN/SD 	MAM-J	8274	161882	0.05111130329499265
4976	35A	Bacteria|p_Fusobacteria	CN/SD 	MAM-J	47	161882	0.00029033493532326014
4977	35A	Bacteria|p_Fusobacteriota	CN/SD 	MAM-J	2243	161882	0.013855771487873883
4978	35A	Bacteria|p_Gemmatimonadota	CN/SD 	MAM-J	0	161882	0.0
4979	35A	Bacteria|p_Latescibacterota	CN/SD 	MAM-J	0	161882	0.0
4980	35A	Bacteria|p_Methylomirabilota	CN/SD 	MAM-J	0	161882	0.0
4981	35A	Bacteria|p_Myxococcota	CN/SD 	MAM-J	0	161882	0.0
4982	35A	Bacteria|p_NB1-j	CN/SD 	MAM-J	0	161882	0.0
4983	35A	Bacteria|p_Nitrospirota	CN/SD 	MAM-J	0	161882	0.0
4984	35A	Bacteria|p_Patescibacteria	CN/SD 	MAM-J	10500	161882	0.06486206001902621
4985	35A	Bacteria|p_Planctomycetota	CN/SD 	MAM-J	0	161882	0.0
4986	35A	Bacteria|p_Proteobacteria	CN/SD 	MAM-J	2276	161882	0.01405962367650511
4987	35A	Bacteria|p_Spirochaetota	CN/SD 	MAM-J	882	161882	0.0054484130415982015
4988	35A	Bacteria|p_Synergistota	CN/SD 	MAM-J	0	161882	0.0
4989	35A	Bacteria|p_Tenericutes	CN/SD 	MAM-J	0	161882	0.0
4990	35A	Bacteria|p_Verrucomicrobia	CN/SD 	MAM-J	0	161882	0.0
4991	35A	Bacteria|p_Verrucomicrobiota	CN/SD 	MAM-J	98	161882	0.0006053792268442445
4992	35A	Bacteria|p_WPS-2	CN/SD 	MAM-J	0	161882	0.0
4993	35A	Eukaryota	CN/SD 	MAM-J	0	161882	0.0
4995	35B	Archaea|p_Crenarchaeota	CN/SD 	MAM-I	0	199965	0.0
4996	35B	Archaea|p_Euryarchaeota	CN/SD 	MAM-I	187	199965	0.0009351636536393869
4997	35B	Archaea|p_Halobacterota	CN/SD 	MAM-I	0	199965	0.0
4998	35B	Archaea|p_Thermoplasmatota	CN/SD 	MAM-I	0	199965	0.0
4999	35B	Bacteria	CN/SD 	MAM-I	17	199965	8.501487760358062e-05
5000	35B	Bacteria|p_Acidobacteriota	CN/SD 	MAM-I	0	199965	0.0
5001	35B	Bacteria|p_Actinobacteria	CN/SD 	MAM-I	6609	199965	0.03305078388718025
5002	35B	Bacteria|p_Actinobacteriota	CN/SD 	MAM-I	11648	199965	0.058250193783912184
5003	35B	Bacteria|p_Bacteroidetes	CN/SD 	MAM-I	0	199965	0.0
5004	35B	Bacteria|p_Bacteroidota	CN/SD 	MAM-I	10287	199965	0.051444002700472585
5005	35B	Bacteria|p_Bdellovibrionota	CN/SD 	MAM-I	0	199965	0.0
5006	35B	Bacteria|p_Caldatribacteriota	CN/SD 	MAM-I	0	199965	0.0
5007	35B	Bacteria|p_Caldisericota	CN/SD 	MAM-I	0	199965	0.0
5008	35B	Bacteria|p_Campylobacterota	CN/SD 	MAM-I	18286	199965	0.09144600305053384
5009	35B	Bacteria|p_Chloroflexi	CN/SD 	MAM-I	0	199965	0.0
5010	35B	Bacteria|p_Cloacimonadota	CN/SD 	MAM-I	0	199965	0.0
5011	35B	Bacteria|p_Cyanobacteria	CN/SD 	MAM-I	3	199965	1.5002625459455405e-05
5012	35B	Bacteria|p_Dadabacteria	CN/SD 	MAM-I	0	199965	0.0
5013	35B	Bacteria|p_Deferribacterota	CN/SD 	MAM-I	0	199965	0.0
5014	35B	Bacteria|p_Deinococcota	CN/SD 	MAM-I	0	199965	0.0
5015	35B	Bacteria|p_Desulfobacterota	CN/SD 	MAM-I	0	199965	0.0
5016	35B	Bacteria|p_Elusimicrobiota	CN/SD 	MAM-I	0	199965	0.0
5017	35B	Bacteria|p_Entotheonellaeota	CN/SD 	MAM-I	0	199965	0.0
5018	35B	Bacteria|p_Fibrobacteres	CN/SD 	MAM-I	0	199965	0.0
5019	35B	Bacteria|p_Fibrobacterota	CN/SD 	MAM-I	0	199965	0.0
5020	35B	Bacteria|p_Firmicutes	CN/SD 	MAM-I	120012	199965	0.600165028880054
5021	35B	Bacteria|p_Fusobacteria	CN/SD 	MAM-I	1869	199965	0.009346635661240717
5022	35B	Bacteria|p_Fusobacteriota	CN/SD 	MAM-I	28	199965	0.00014002450428825044
5023	35B	Bacteria|p_Gemmatimonadota	CN/SD 	MAM-I	0	199965	0.0
5024	35B	Bacteria|p_Latescibacterota	CN/SD 	MAM-I	0	199965	0.0
5025	35B	Bacteria|p_Methylomirabilota	CN/SD 	MAM-I	0	199965	0.0
5026	35B	Bacteria|p_Myxococcota	CN/SD 	MAM-I	0	199965	0.0
5027	35B	Bacteria|p_NB1-j	CN/SD 	MAM-I	0	199965	0.0
5028	35B	Bacteria|p_Nitrospirota	CN/SD 	MAM-I	0	199965	0.0
5029	35B	Bacteria|p_Patescibacteria	CN/SD 	MAM-I	16000	199965	0.08001400245042882
5030	35B	Bacteria|p_Planctomycetota	CN/SD 	MAM-I	0	199965	0.0
5031	35B	Bacteria|p_Proteobacteria	CN/SD 	MAM-I	4509	199965	0.022548946065561473
5032	35B	Bacteria|p_Spirochaetota	CN/SD 	MAM-I	0	199965	0.0
5033	35B	Bacteria|p_Synergistota	CN/SD 	MAM-I	0	199965	0.0
5034	35B	Bacteria|p_Tenericutes	CN/SD 	MAM-I	0	199965	0.0
5035	35B	Bacteria|p_Verrucomicrobia	CN/SD 	MAM-I	0	199965	0.0
5036	35B	Bacteria|p_Verrucomicrobiota	CN/SD 	MAM-I	0	199965	0.0
5037	35B	Bacteria|p_WPS-2	CN/SD 	MAM-I	0	199965	0.0
5038	35B	Eukaryota	CN/SD 	MAM-I	10	199965	5.000875153151801e-05
5040	35C	Archaea|p_Crenarchaeota	CN/SD 	MAMLI	0	186827	0.0
5041	35C	Archaea|p_Euryarchaeota	CN/SD 	MAMLI	216	186827	0.0011561498070407383
5042	35C	Archaea|p_Halobacterota	CN/SD 	MAMLI	0	186827	0.0
5043	35C	Archaea|p_Thermoplasmatota	CN/SD 	MAMLI	127	186827	0.0006797732661767303
5044	35C	Bacteria	CN/SD 	MAMLI	4228	186827	0.022630561963741858
5045	35C	Bacteria|p_Acidobacteriota	CN/SD 	MAMLI	0	186827	0.0
5046	35C	Bacteria|p_Actinobacteria	CN/SD 	MAMLI	0	186827	0.0
5047	35C	Bacteria|p_Actinobacteriota	CN/SD 	MAMLI	1192	186827	0.0063802341203359255
5048	35C	Bacteria|p_Bacteroidetes	CN/SD 	MAMLI	103	186827	0.0005513121765055372
5049	35C	Bacteria|p_Bacteroidota	CN/SD 	MAMLI	42423	186827	0.22707103363004277
5050	35C	Bacteria|p_Bdellovibrionota	CN/SD 	MAMLI	0	186827	0.0
5051	35C	Bacteria|p_Caldatribacteriota	CN/SD 	MAMLI	0	186827	0.0
5052	35C	Bacteria|p_Caldisericota	CN/SD 	MAMLI	0	186827	0.0
5053	35C	Bacteria|p_Campylobacterota	CN/SD 	MAMLI	29767	186827	0.15932921901010025
5054	35C	Bacteria|p_Chloroflexi	CN/SD 	MAMLI	0	186827	0.0
5055	35C	Bacteria|p_Cloacimonadota	CN/SD 	MAMLI	0	186827	0.0
5056	35C	Bacteria|p_Cyanobacteria	CN/SD 	MAMLI	73	186827	0.0003907358144165458
5057	35C	Bacteria|p_Dadabacteria	CN/SD 	MAMLI	0	186827	0.0
5058	35C	Bacteria|p_Deferribacterota	CN/SD 	MAMLI	18	186827	9.634581725339485e-05
5059	35C	Bacteria|p_Deinococcota	CN/SD 	MAMLI	0	186827	0.0
5060	35C	Bacteria|p_Desulfobacterota	CN/SD 	MAMLI	1493	186827	0.007991350286628807
5061	35C	Bacteria|p_Elusimicrobiota	CN/SD 	MAMLI	218	186827	0.001166854897846671
5062	35C	Bacteria|p_Entotheonellaeota	CN/SD 	MAMLI	0	186827	0.0
5063	35C	Bacteria|p_Fibrobacteres	CN/SD 	MAMLI	0	186827	0.0
5064	35C	Bacteria|p_Fibrobacterota	CN/SD 	MAMLI	45	186827	0.00024086454313348714
5065	35C	Bacteria|p_Firmicutes	CN/SD 	MAMLI	73903	186827	0.39556916291542443
5066	35C	Bacteria|p_Fusobacteria	CN/SD 	MAMLI	540	186827	0.0028903745176018457
5067	35C	Bacteria|p_Fusobacteriota	CN/SD 	MAMLI	440	186827	0.0023551199773052074
5068	35C	Bacteria|p_Gemmatimonadota	CN/SD 	MAMLI	0	186827	0.0
5069	35C	Bacteria|p_Latescibacterota	CN/SD 	MAMLI	0	186827	0.0
5070	35C	Bacteria|p_Methylomirabilota	CN/SD 	MAMLI	0	186827	0.0
5071	35C	Bacteria|p_Myxococcota	CN/SD 	MAMLI	0	186827	0.0
5072	35C	Bacteria|p_NB1-j	CN/SD 	MAMLI	0	186827	0.0
5073	35C	Bacteria|p_Nitrospirota	CN/SD 	MAMLI	0	186827	0.0
5074	35C	Bacteria|p_Patescibacteria	CN/SD 	MAMLI	13454	186827	0.07201314585150968
5075	35C	Bacteria|p_Planctomycetota	CN/SD 	MAMLI	0	186827	0.0
5076	35C	Bacteria|p_Proteobacteria	CN/SD 	MAMLI	2106	186827	0.011272460618647197
5077	35C	Bacteria|p_Spirochaetota	CN/SD 	MAMLI	15429	186827	0.08258442302236829
5078	35C	Bacteria|p_Synergistota	CN/SD 	MAMLI	8	186827	4.282036322373105e-05
5079	35C	Bacteria|p_Tenericutes	CN/SD 	MAMLI	0	186827	0.0
5080	35C	Bacteria|p_Verrucomicrobia	CN/SD 	MAMLI	24	186827	0.00012846108967119315
5081	35C	Bacteria|p_Verrucomicrobiota	CN/SD 	MAMLI	193	186827	0.0010330412627725114
5082	35C	Bacteria|p_WPS-2	CN/SD 	MAMLI	1	186827	5.352545402966381e-06
5083	35C	Eukaryota	CN/SD 	MAMLI	0	186827	0.0
5085	35D	Archaea|p_Crenarchaeota	CN/SD 	MAM-D	0	137766	0.0
5086	35D	Archaea|p_Euryarchaeota	CN/SD 	MAM-D	125	137766	0.0009073356270777985
5087	35D	Archaea|p_Halobacterota	CN/SD 	MAM-D	0	137766	0.0
5088	35D	Archaea|p_Thermoplasmatota	CN/SD 	MAM-D	0	137766	0.0
5089	35D	Bacteria	CN/SD 	MAM-D	3	137766	2.1776055049867167e-05
5090	35D	Bacteria|p_Acidobacteriota	CN/SD 	MAM-D	2	137766	1.4517370033244777e-05
5091	35D	Bacteria|p_Actinobacteria	CN/SD 	MAM-D	1	137766	7.258685016622388e-06
5092	35D	Bacteria|p_Actinobacteriota	CN/SD 	MAM-D	543	137766	0.003941465964025957
5093	35D	Bacteria|p_Bacteroidetes	CN/SD 	MAM-D	0	137766	0.0
5094	35D	Bacteria|p_Bacteroidota	CN/SD 	MAM-D	3290	137766	0.023881073704687658
5095	35D	Bacteria|p_Bdellovibrionota	CN/SD 	MAM-D	0	137766	0.0
5096	35D	Bacteria|p_Caldatribacteriota	CN/SD 	MAM-D	0	137766	0.0
5097	35D	Bacteria|p_Caldisericota	CN/SD 	MAM-D	0	137766	0.0
5098	35D	Bacteria|p_Campylobacterota	CN/SD 	MAM-D	84334	137766	0.6121539421918325
5099	35D	Bacteria|p_Chloroflexi	CN/SD 	MAM-D	0	137766	0.0
5100	35D	Bacteria|p_Cloacimonadota	CN/SD 	MAM-D	0	137766	0.0
5101	35D	Bacteria|p_Cyanobacteria	CN/SD 	MAM-D	379	137766	0.0027510416212998853
5102	35D	Bacteria|p_Dadabacteria	CN/SD 	MAM-D	0	137766	0.0
5103	35D	Bacteria|p_Deferribacterota	CN/SD 	MAM-D	0	137766	0.0
5104	35D	Bacteria|p_Deinococcota	CN/SD 	MAM-D	0	137766	0.0
5105	35D	Bacteria|p_Desulfobacterota	CN/SD 	MAM-D	728	137766	0.005284322692101099
5106	35D	Bacteria|p_Elusimicrobiota	CN/SD 	MAM-D	0	137766	0.0
5107	35D	Bacteria|p_Entotheonellaeota	CN/SD 	MAM-D	0	137766	0.0
5108	35D	Bacteria|p_Fibrobacteres	CN/SD 	MAM-D	0	137766	0.0
5109	35D	Bacteria|p_Fibrobacterota	CN/SD 	MAM-D	0	137766	0.0
5110	35D	Bacteria|p_Firmicutes	CN/SD 	MAM-D	14512	137766	0.10533803696122411
5111	35D	Bacteria|p_Fusobacteria	CN/SD 	MAM-D	146	137766	0.0010597680124268688
5112	35D	Bacteria|p_Fusobacteriota	CN/SD 	MAM-D	857	137766	0.0062206930592453875
5113	35D	Bacteria|p_Gemmatimonadota	CN/SD 	MAM-D	0	137766	0.0
5114	35D	Bacteria|p_Latescibacterota	CN/SD 	MAM-D	0	137766	0.0
5115	35D	Bacteria|p_Methylomirabilota	CN/SD 	MAM-D	0	137766	0.0
5116	35D	Bacteria|p_Myxococcota	CN/SD 	MAM-D	0	137766	0.0
5117	35D	Bacteria|p_NB1-j	CN/SD 	MAM-D	0	137766	0.0
5118	35D	Bacteria|p_Nitrospirota	CN/SD 	MAM-D	0	137766	0.0
5119	35D	Bacteria|p_Patescibacteria	CN/SD 	MAM-D	7278	137766	0.052828709550977744
5120	35D	Bacteria|p_Planctomycetota	CN/SD 	MAM-D	0	137766	0.0
5121	35D	Bacteria|p_Proteobacteria	CN/SD 	MAM-D	3564	137766	0.025869953399242192
5122	35D	Bacteria|p_Spirochaetota	CN/SD 	MAM-D	0	137766	0.0
5123	35D	Bacteria|p_Synergistota	CN/SD 	MAM-D	0	137766	0.0
5124	35D	Bacteria|p_Tenericutes	CN/SD 	MAM-D	0	137766	0.0
5125	35D	Bacteria|p_Verrucomicrobia	CN/SD 	MAM-D	0	137766	0.0
5126	35D	Bacteria|p_Verrucomicrobiota	CN/SD 	MAM-D	1004	137766	0.007287719756688878
5127	35D	Bacteria|p_WPS-2	CN/SD 	MAM-D	0	137766	0.0
5128	35D	Eukaryota	CN/SD 	MAM-D	8	137766	5.8069480132979106e-05
