	#SampleID	Taxonomy	GROUP	Subgroup	Value	Total	RelativeAbundance
1208	15C	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAMLI	13	192002	6.770762804554119e-05
1209	15C	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAMLI	16	192002	8.333246528681993e-05
1210	15C	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAMLI	0	192002	0.0
1211	15C	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAMLI	0	192002	0.0
1212	15C	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAMLI	0	192002	0.0
1213	15C	Eukaryota	CHJ-BPD/DS+	MAMLI	0	192002	0.0
1215	15D	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1216	15D	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1217	15D	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1218	15D	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1219	15D	Bacteria	CHJ-BPD/DS+	MAM-D	61	187550	0.00032524660090642494
1220	15D	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1221	15D	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAM-D	3224	187550	0.0171900826446281
1222	15D	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAM-D	506	187550	0.0026979472140762463
1223	15D	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAM-D	8	187550	4.265529192215409e-05
1224	15D	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAM-D	7287	187550	0.03885363902959211
1225	15D	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1226	15D	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1227	15D	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1228	15D	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAM-D	719	187550	0.003833644361503599
1229	15D	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1230	15D	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1231	15D	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1232	15D	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1233	15D	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1234	15D	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1235	15D	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAM-D	87	187550	0.00046387629965342577
1236	15D	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1237	15D	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1238	15D	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1239	15D	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1240	15D	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAM-D	25469	187550	0.13579845374566782
1241	15D	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAM-D	351	187550	0.0018715009330845108
1242	15D	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAM-D	16251	187550	0.08664889362836577
1243	15D	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1244	15D	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1245	15D	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1246	15D	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1247	15D	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1248	15D	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1249	15D	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAM-D	5835	187550	0.03111170354572114
1250	15D	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1251	15D	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAM-D	127731	187550	0.6810503865635831
1252	15D	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1253	15D	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAM-D	15	187550	7.997867235403893e-05
1254	15D	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAM-D	4	187550	2.1327645961077045e-05
1255	15D	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1256	15D	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAM-D	2	187550	1.0663822980538523e-05
1257	15D	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1258	15D	Eukaryota	CHJ-BPD/DS+	MAM-D	0	187550	0.0
1260	16A	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1261	16A	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAM-J	45	108952	0.0004130259196710478
1262	16A	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1263	16A	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1264	16A	Bacteria	CHJ-BPD/DS+	MAM-J	72	108952	0.0006608414714736765
1265	16A	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1266	16A	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAM-J	1097	108952	0.010068654086203098
1267	16A	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAM-J	6923	108952	0.06354174315294808
1268	16A	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAM-J	65	108952	0.0005965929950804024
1269	16A	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAM-J	4971	108952	0.04562559659299508
1270	16A	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1271	16A	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1272	16A	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1273	16A	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAM-J	77236	108952	0.7088993318158455
1274	16A	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1275	16A	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1276	16A	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1277	16A	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1278	16A	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1279	16A	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1280	16A	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAM-J	41	108952	0.0003763125045891769
1281	16A	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1282	16A	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1283	16A	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1284	16A	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1285	16A	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAM-J	13373	108952	0.12274212497246494
1286	16A	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAM-J	338	108952	0.0031022835744180925
1287	16A	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAM-J	1226	108952	0.011252661722593435
1288	16A	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1289	16A	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1290	16A	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1291	16A	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1292	16A	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1293	16A	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1294	16A	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAM-J	1826	108952	0.016759673984874074
1295	16A	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1296	16A	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAM-J	469	108952	0.004304647918349365
1297	16A	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1298	16A	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1299	16A	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1300	16A	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAM-J	0	108952	0.0
1301	16A	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAM-J	148	108952	0.0013583963580292239
1302	16A	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAM-J	33	108952	0.00030288567442543507
1303	16A	Eukaryota	CHJ-BPD/DS+	MAM-J	2	108952	1.8356707540935456e-05
1305	16B	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1306	16B	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAM-I	2520	262435	0.009602377731628784
1307	16B	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1308	16B	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAM-I	51	262435	0.00019433383504486825
1309	16B	Bacteria	CHJ-BPD/DS+	MAM-I	735	262435	0.002800693505058395
1310	16B	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1311	16B	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAM-I	54	262435	0.0002057652371063311
1312	16B	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAM-I	3903	262435	0.014872254081963153
1313	16B	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAM-I	249	262435	0.0009488063711014156
1314	16B	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAM-I	34752	262435	0.1324213614799855
1315	16B	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1316	16B	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1317	16B	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1318	16B	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAM-I	74350	262435	0.28330824775658736
1319	16B	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1320	16B	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1321	16B	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAM-I	161	262435	0.0006134852439651724
1322	16B	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1323	16B	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAM-I	72	262435	0.0002743536494751081
1324	16B	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1325	16B	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAM-I	598	262435	0.0022786594775849258
1326	16B	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAM-I	122	262435	0.0004648770171661554
1327	16B	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1328	16B	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAM-I	1	262435	3.8104673538209463e-06
1329	16B	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAM-I	28	262435	0.0001066930859069865
1330	16B	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAM-I	73045	262435	0.278335587859851
1331	16B	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAM-I	184	262435	0.000701125993103054
1332	16B	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAM-I	816	262435	0.003109341360717892
1333	16B	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAM-I	1	262435	3.8104673538209463e-06
1334	16B	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1335	16B	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1336	16B	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1337	16B	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1338	16B	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1339	16B	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAM-I	14134	262435	0.05385714557890525
1340	16B	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1341	16B	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAM-I	3164	262435	0.012056318707489473
1342	16B	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAM-I	2437	262435	0.009286108941261646
1343	16B	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAM-I	2	262435	7.6209347076418925e-06
1344	16B	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAM-I	4	262435	1.5241869415283785e-05
1345	16B	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAM-I	33	262435	0.00012574542267609123
1346	16B	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAM-I	50528	262435	0.19253529445386477
1347	16B	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAM-I	36	262435	0.00013717682473755405
1348	16B	Eukaryota	CHJ-BPD/DS+	MAM-I	0	262435	0.0
1350	16C	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAMLI	2	183091	1.0923529829429083e-05
1351	16C	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAMLI	627	183091	0.003424526601526017
1352	16C	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1353	16C	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAMLI	81	183091	0.0004424029580918778
1354	16C	Bacteria	CHJ-BPD/DS+	MAMLI	1214	183091	0.006630582606463453
1355	16C	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1356	16C	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAMLI	44	183091	0.0002403176562474398
1357	16C	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAMLI	2237	183091	0.012217968114216427
1358	16C	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAMLI	238	183091	0.0012999000497020607
1359	16C	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAMLI	42060	183091	0.2297218323128936
1360	16C	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1361	16C	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1362	16C	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1363	16C	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAMLI	23957	183091	0.13084750206181625
1364	16C	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1365	16C	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1366	16C	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAMLI	50	183091	0.00027308824573572707
1367	16C	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1368	16C	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAMLI	64	183091	0.00034955295454173064
1369	16C	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1370	16C	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAMLI	1383	183091	0.00755362087705021
1371	16C	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAMLI	179	183091	0.0009776559197339028
1372	16C	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1373	16C	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAMLI	1	183091	5.461764914714541e-06
1374	16C	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAMLI	45	183091	0.00024577942116215437
1375	16C	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAMLI	80550	183091	0.4399451638802563
1376	16C	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAMLI	158	183091	0.0008629588565248975
1377	16C	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAMLI	2607	183091	0.014238821132660808
1378	16C	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1379	16C	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1380	16C	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1381	16C	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1382	16C	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1383	16C	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1384	16C	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAMLI	11414	183091	0.06234058473655177
1385	16C	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1386	16C	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAMLI	9920	183091	0.054180707953968246
1387	16C	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAMLI	3360	183091	0.01835153011344086
1388	16C	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAMLI	40	183091	0.00021847059658858164
1389	16C	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAMLI	1	183091	5.461764914714541e-06
1390	16C	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAMLI	12	183091	6.554117897657449e-05
1391	16C	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAMLI	2584	183091	0.014113200539622374
1392	16C	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAMLI	156	183091	0.0008520353266954683
1393	16C	Eukaryota	CHJ-BPD/DS+	MAMLI	0	183091	0.0
1395	16D	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAM-D	20	84066	0.0002379083101372731
1396	16D	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1397	16D	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1398	16D	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1399	16D	Bacteria	CHJ-BPD/DS+	MAM-D	1	84066	1.1895415506863654e-05
1400	16D	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAM-D	319	84066	0.0037946375466895057
1401	16D	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAM-D	1996	84066	0.023743249351699854
1402	16D	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAM-D	10332	84066	0.12290343301691528
1403	16D	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAM-D	12	84066	0.00014274498608236386
1404	16D	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAM-D	5581	84066	0.06638831394380605
1405	16D	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1406	16D	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAM-D	45	84066	0.0005352936978088645
1407	16D	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1408	16D	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAM-D	1664	84066	0.01979397140342112
1409	16D	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAM-D	338	84066	0.004020650441319915
1410	16D	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1411	16D	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAM-D	17	84066	0.00020222206361668213
1412	16D	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1413	16D	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1414	16D	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAM-D	25	84066	0.0002973853876715914
1415	16D	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAM-D	349	84066	0.004151500011895416
1416	16D	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1417	16D	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1418	16D	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1419	16D	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1420	16D	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAM-D	19849	84066	0.23611210239573668
1421	16D	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAM-D	81	84066	0.000963528656055956
1422	16D	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAM-D	4523	84066	0.053802964337544314
1423	16D	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAM-D	95	84066	0.0011300644731520471
1424	16D	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1425	16D	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1426	16D	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1427	16D	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1428	16D	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1429	16D	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAM-D	340	84066	0.004044441272333643
1430	16D	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAM-D	29	84066	0.000344967049699046
1431	16D	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAM-D	12560	84066	0.1494064187662075
1432	16D	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1433	16D	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1434	16D	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1435	16D	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1436	16D	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAM-D	576	84066	0.006851759331953465
1437	16D	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAM-D	0	84066	0.0
1438	16D	Eukaryota	CHJ-BPD/DS+	MAM-D	1	84066	1.1895415506863654e-05
1440	16F	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1441	16F	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	Fecal	1573	169051	0.009304884324848715
1442	16F	Archaea|p_Halobacterota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1443	16F	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	Fecal	172	169051	0.0010174444398435975
1444	16F	Bacteria	CHJ-BPD/DS+	Fecal	774	169051	0.004578499979296189
1445	16F	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1446	16F	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	Fecal	64	169051	0.00037858397761622234
1447	16F	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	Fecal	1832	169051	0.010836966359264365
1448	16F	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	Fecal	167	169051	0.00098786756659233
1449	16F	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	Fecal	54239	169051	0.3208440056550982
1450	16F	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1451	16F	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1452	16F	Bacteria|p_Caldisericota	CHJ-BPD/DS+	Fecal	2	169051	1.1830749300506948e-05
1453	16F	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	Fecal	13526	169051	0.08001135751932849
1454	16F	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	Fecal	1	169051	5.915374650253474e-06
1455	16F	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1456	16F	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	Fecal	71	169051	0.00041999160016799666
1457	16F	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	Fecal	0	169051	0.0
1458	16F	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	Fecal	3	169051	1.774612395076042e-05
1459	16F	Bacteria|p_Deinococcota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1460	16F	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	Fecal	497	169051	0.0029399412011759767
1461	16F	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	Fecal	193	169051	0.0011416673074989205
1462	16F	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1463	16F	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	Fecal	5	169051	2.9576873251267368e-05
1464	16F	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	Fecal	19	169051	0.000112392118354816
1465	16F	Bacteria|p_Firmicutes	CHJ-BPD/DS+	Fecal	51257	169051	0.30320435844804233
1466	16F	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	Fecal	225	169051	0.0013309592963070317
1467	16F	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	Fecal	6767	169051	0.04002934025826526
1468	16F	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1469	16F	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1470	16F	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1471	16F	Bacteria|p_Myxococcota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1472	16F	Bacteria|p_NB1-j	CHJ-BPD/DS+	Fecal	0	169051	0.0
1473	16F	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1474	16F	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	Fecal	20269	169051	0.11989872878598766
1475	16F	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	Fecal	0	169051	0.0
1476	16F	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	Fecal	4809	169051	0.028447036693068955
1477	16F	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	Fecal	3992	169051	0.023614175603811866
